date,chamber,file,file_as_shown,time_h,rate_747_cps,rate_633_cps,tag_raw,campaign,source_row
11.15,4,11.15_4_with Cu,11.15_4_with Cu...,715.2,1.4491,1.0383,Cu,Cu,276
11.10,4,11.10_4_with 12.5_5_L,11.10_4_with 12...,598.5,32.8578,29.6941,12.5_5_L,12.5cm 有机玻璃,277
11.11,4,11.11_4_with 12.5,11.11_4_with 12...,619.1,29.7785,25.7206,12.5,12.5cm 有机玻璃,278
11.12,4,11.12_4_with 12.5,11.12_4_with 12...,645.7,24.2188,21.7039,12.5,12.5cm 有机玻璃,279
11.13,4,11.13_4_with 12.5,11.13_4_with 12...,666.9,20.4012,19.1907,12.5,12.5cm 有机玻璃,280
11.14,4,11.14_4_with 12.5,11.14_4_with 12...,692.7,17.728,16.015,12.5,12.5cm 有机玻璃,281
11.15,4,11.15_4_with 12.5,11.15_4_with 12...,714.6,15.337,13.9552,12.5,12.5cm 有机玻璃,282
11.16,4,11.16_4_with 12.5,11.16_4_with 12...,741.0,12.5031,11.9185,12.5,12.5cm 有机玻璃,283
11.17,4,11.17_4_with 12.5,11.17_4_with 12...,763.0,10.161,10.1617,12.5,12.5cm 有机玻璃,284
11.18,4,11.18_4_with 12.5,11.18_4_with 12...,786.8,9.1538,8.8517,12.5,12.5cm 有机玻璃,285
11.19,4,11.19_4_with 12.5,11.19_4_with 12...,811.6,8.2592,7.5297,12.5,12.5cm 有机玻璃,286
11.20,4,11.20_4_with 12.5,11.20_4_with 12...,834.7,7.0676,6.28,12.5,12.5cm 有机玻璃,287
11.21,4,11.21_4_with 12.5,11.21_4_with 12...,858.9,6.0433,5.4526,12.5,12.5cm 有机玻璃,288
11.22,4,11.22_4_with 12.5,11.22_4_with 12...,884.7,4.9239,4.6248,12.5,12.5cm 有机玻璃,289
11.23,4,11.23_4_with 12.5,11.23_4_with 12...,911.2,4.2694,3.9426,12.5,12.5cm 有机玻璃,290
11.24,4,11.24_4_with 12.5,11.24_4_with 12...,931.4,3.8203,3.5601,12.5,12.5cm 有机玻璃,291
11.25,4,11.25_4_with 12.5,11.25_4_with 12...,955.4,3.1989,3.0599,12.5,12.5cm 有机玻璃,292
11.26,4,11.26_4_with 12.5,11.26_4_with 12...,979.4,2.718,2.5354,12.5,12.5cm 有机玻璃,293
11.27,4,11.27_4_with 12.5,11.27_4_with 12...,1004.1,2.3415,2.2087,12.5,12.5cm 有机玻璃,294
11.28,4,11.28_4_with 12.5,11.28_4_with 12...,1027.8,1.9201,1.793,12.5,12.5cm 有机玻璃,295
11.25,4,11.25_4_with 0,11.25_4_with 0....,955.6,9.5982,8.9424,0,0,296
11.26,4,11.26_4_with 0,11.26_4_with 0....,979.0,8.1552,7.6349,0,0,297
11.27,4,11.27_4_with 0,11.27_4_with 0....,1004.2,7.1236,6.3439,0,0,298
11.28,4,11.28_4_with 0,11.28_4_with 0....,1027.5,6.0139,5.6552,0,0,299
11.29,4,11.29_4_with 0,11.29_4_with 0....,1051.7,5.3382,4.6943,0,0,300
11.30,4,11.30_4_with 0,11.30_4_with 0....,1079.2,4.1949,3.9935,0,0,301
12.01,4,12.01_4_with 0,12.01_4_with 0....,1101.4,3.6837,3.4556,0,0,302
12.02,4,12.02_4_with 0_0.5,12.02_4_with 0....,1124.9,3.1073,2.9427,0_0.5,0_0.5,303
12.03,4,12.03_4_with 0_0.5,12.03_4_with 0....,1148.4,2.7067,2.6046,0_0.5,0_0.5,304
12.04,4,12.04_4_with 0_0.5,12.04_4_with 0....,1173.1,2.3568,2.1778,0_0.5,0_0.5,305
12.05,4,12.05_4_with 0_0.5,12.05_4_with 0....,1196.5,1.8979,2.0095,0_0.5,0_0.5,306
12.02,4,12.02_4_with 0_0.5,12.02_4_with 0_...,1125.5,6.761,6.529,0_0.5,0_0.5,307
12.03,4,12.03_4_with 0_0.5,12.03_4_with 0_...,1148.0,5.7963,5.5904,0_0.5,0_0.5,308
12.04,4,12.04_4_with 0_0.5,12.04_4_with 0_...,1173.3,4.7796,4.6947,0_0.5,0_0.5,309
12.05,4,12.05_4_with 0_0.5,12.05_4_with 0_...,1196.1,4.2618,4.1584,0_0.5,0_0.5,310
12.06,4,12.06_4_with 0_0.5,12.06_4_with 0_...,1221.1,3.5325,3.498,0_0.5,0_0.5,311
12.07,4,12.07_4_with 0_0.5,12.07_4_with 0_...,1245.3,2.9554,3.0548,0_0.5,0_0.5,312
12.08,4,12.08_4_with 0_0.5,12.08_4_with 0_...,1269.2,2.5218,2.3852,0_0.5,0_0.5,313
12.09,4,12.09_4_with 0_0.5,12.09_4_with 0_...,1293.8,2.1972,1.9729,0_0.5,0_0.5,314
12.10,4,12.10_4_with 0_0.5,12.10_4_with 0_...,1317.2,1.7496,1.9445,0_0.5,0_0.5,315
12.11,4,12.11_4_with 1_0.5,12.11_4_with 1_...,1342.8,1.4928,1.6094,1_0.5,1_0.5,316
12.12,4,12.12_4_with 1_0.5,12.12_4_with 1_...,1366.2,1.2486,1.3839,1_0.5,1_0.5,317
12.13,4,12.13_4_with 1_0.5,12.13_4_with 1_...,1391.3,1.0294,1.14,1_0.5,1_0.5,318
12.14,4,12.14_4_with 1_0.5,12.14_4_with 1_...,1421.4,0.8142,0.9569,1_0.5,1_0.5,319
12.15,4,12.15_4_with 1_0.5,12.15_4_with 1_...,1433.2,0.7655,0.9275,1_0.5,1_0.5,320
12.16,4,12.16_4_with 1_0.5,12.16_4_with 1_...,1469.6,0.5556,0.786,1_0.5,1_0.5,321
12.17,4,12.17_4_with 1_0.5,12.17_4_with 1_...,1488.1,0.4242,0.5777,1_0.5,1_0.5,322
12.18,4,12.18_4_with 1_0.5,12.18_4_with 1_...,1518.4,0.3576,0.5155,1_0.5,1_0.5,323
12.19,4,12.19_4_with 1_0.5,12.19_4_with 1_...,1529.2,0.3144,0.3757,1_0.5,1_0.5,324
