sheet,time_h,source_row,rate_747_cps,rate_747_err,rate_633_cps,rate_633_err,ln_747_corrected,ln_633_corrected,counts_747_corrected,counts_633_corrected
修正后伽马谱 (4),356.2,14,2.0244,,0.651,,6.95416554547013,6.84582761691741,1048.77836176732,941.481680775233
修正后伽马谱 (4),452.1,18,1.0668,,0.3451,,6.31355569843807,6.2111522048128,552.675734209334,499.086525400204
修正后伽马谱 (4),476.6,19,0.9488,,0.2908,,6.19633493437367,6.0399537203682,491.543622626374,420.557408247984
修正后伽马谱 (4),500.4,20,0.8033,,0.2634,,6.02986514930998,5.94099176401802,416.164620632131,380.931297567122
修正后伽马谱 (4),598.5,24,32.8578,,29.6941,,5.36887605886379,5.24960751237125,214.800102966065,190.670486821098
修正后伽马谱 (4),619.1,25,29.7785,,25.7206,,5.27047355580777,5.10595136674203,194.669906876753,165.15601831107
修正后伽马谱 (4),645.7,26,24.2188,,21.7039,,5.06381609026353,4.93615110739579,158.32468192376,139.364155805915
修正后伽马谱 (4),666.9,27,20.4012,,19.1907,,4.89228062184546,4.81308492618168,133.368024050036,123.226503293168
修正后伽马谱 (4),692.7,28,17.728,,16.015,,4.75183220976078,4.63218492255653,115.89261074638,102.834834072758
修正后伽马谱 (4),714.6,29,15.337,,13.9552,,4.60695510886455,4.49451133816171,100.262013256838,89.6085342773745
修正后伽马谱 (4),741.0,30,12.5031,,11.9185,,4.40266351275725,4.33675095428805,81.7360616777448,76.5305632154959
修正后伽马谱 (4),763.0,31,10.161,,10.1617,,4.19524376169965,4.17728489048348,66.4251363827823,65.2498740803712
修正后伽马谱 (4),786.8,32,9.1538,,8.8517,,4.09085599281639,4.03926867046373,59.8408043913702,56.8381580244666
修正后伽马谱 (4),811.6,33,8.2592,,7.5297,,3.98801462973807,3.8775143398761,53.99256829177,48.3493880810269
修正后伽马谱 (4),834.7,34,7.0676,,6.28,,3.83220785895627,3.69602911997551,46.2027648754013,40.3248678099857
修正后伽马谱 (4),858.9,35,6.0433,,5.4526,,3.67563711955955,3.55475169863178,39.5066456748419,35.0120022644471
修正后伽马谱 (4),884.7,36,4.9239,,4.6248,,3.47078779861977,3.39009226628153,32.1888326970949,29.6965682559907
修正后伽马谱 (4),911.2,37,4.2694,,3.9426,,3.32816020134077,3.23049954364515,27.9101936101418,25.3160547496257
修正后伽马谱 (4),931.4,38,3.8203,,3.5601,,3.21701585276217,3.12844777385247,24.9743084856946,22.8599620844474
修正后伽马谱 (4),955.4,39,3.1989,,3.0599,,3.03949389990602,2.97704137518714,20.9120528269739,19.6480992056967
修正后伽马谱 (4),979.4,40,2.718,,2.5354,,2.87658321492486,2.78901055501789,17.768282717095,16.2802022046875
修正后伽马谱 (4),1004.1,41,2.3415,,2.2087,,2.72747864883737,2.65106324665269,15.3070029367468,14.182410116547
修正后伽马谱 (4),1027.8,42,1.9201,,1.793,,2.52906416721264,2.4425493341184,12.5522000165909,11.5131350291886
修正后伽马谱 (4),1125.5,46,6.761,,6.529,,1.91117080810854,1.8762537922045,,
修正后伽马谱 (4),1148.0,47,5.7963,,5.5904,,1.75721978295331,1.7210508409576,,
修正后伽马谱 (4),1173.3,48,4.7796,,4.6947,,1.56435686099346,1.5464342128551,,
修正后伽马谱 (4),1196.1,49,4.2618,,4.1584,,1.44969160624968,1.42513038490509,,
修正后伽马谱 (4),1221.1,50,3.5325,,3.498,,1.26200583557655,1.25219137659641,,
修正后伽马谱 (4),1245.3,51,2.9554,,3.0548,,1.0836340054874,1.11671412403209,,
修正后伽马谱 (4),1269.2,52,2.5218,,2.3852,,0.924972932256989,0.869282978266814,,
修正后伽马谱 (4),1293.8,53,2.1972,,1.9729,,0.787183822486328,0.679504541518787,,
修正后伽马谱 (4),1317.2,54,1.7496,,1.9445,,0.559387190380421,0.665004874613665,,
修正后伽马谱 (4),1342.8,55,1.4928,,1.6094,,0.400653551110942,0.475861438729895,,
修正后伽马谱 (4),1366.2,56,1.2486,,1.3839,,0.222022923645507,0.324905600249747,,
修正后伽马谱 (4),1391.3,57,1.0294,,1.14,,0.0289761082365172,0.131028262406404,,
修正后伽马谱 (4),1421.4,58,0.8142,,0.9569,,-0.205549242913259,-0.0440563861969199,,
修正后伽马谱 (4),1433.2,59,0.7655,,0.9275,,-0.267226063884399,-0.0752624845005469,,
修正后伽马谱 (4),1469.6,60,0.5556,,0.786,,-0.587706668101948,-0.24079848655293,,
修正后伽马谱 (4),1488.1,61,0.4242,,0.5777,,-0.857550236851555,-0.548700576194917,,
修正后伽马谱 (4),1518.4,62,0.3576,,0.5155,,-1.02834023568278,-0.662617975525123,,
修正后伽马谱 (4),1529.2,63,0.3144,,0.3757,,-1.15708921842709,-0.978964326402214,,
