file,root_file,spec_id,detector,acquired_at,live_time_s,real_time_s,dead_time_percent,n_channels,total_counts
10.30_3_with Pb.Spe,10.30_3_with Pb.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-30 10:20:24,1490.0,1508.0,1.1936,16384,303480
10.30_4_with Cu.Spe,10.30_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-30 09:37:23,331.0,352.0,5.9659,16384,338424
10.30_4_with Pb.Spe,10.30_4_with Pb.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-30 09:46:50,1792.0,1813.0,1.1583,16384,361049
10.31_1_with Cu.Spe,10.31_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 11:41:59,378.0,398.0,5.0251,16384,335858
10.31_1_with Pb.Spe,10.31_1_with Pb.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 09:03:16,1821.0,1841.0,1.0864,16384,336618
10.31_2_with Cu.Spe,10.31_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 11:32:21,367.0,387.0,5.1680,16384,341149
10.31_2_with Pb.Spe,10.31_2_with Pb.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 09:36:21,1787.0,1807.0,1.1068,16384,337810
10.31_3_with Cu.Spe,10.31_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 11:23:38,349.0,367.0,4.9046,16384,318163
10.31_3_with Pb.Spe,10.31_3_with Pb.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 10:08:33,1789.0,1807.0,0.9961,16384,325606
10.31_4_with Cu.Spe,10.31_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 11:14:57,355.0,374.0,5.0802,16384,322971
10.31_4_with Pb.Spe,10.31_4_with Pb.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-10-31 10:40:35,1845.0,1864.0,1.0193,16384,330998
11.01_1_with Cu.Spe,11.01_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-01 09:05:33,476.0,498.0,4.4177,16384,374495
11.01_2_with Cu.Spe,11.01_2_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-01 09:16:47,450.0,471.0,4.4586,16384,367763
11.01_3_with Cu.Spe,11.01_3_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-01 09:26:50,482.0,505.0,4.5545,16384,385793
11.01_4_with Cu.Spe,11.01_4_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-01 09:37:28,541.0,566.0,4.4170,16384,430535
11.02_1_with Cu.Spe,11.02_1_with Cu.root,No sample description was entered.,DESKTOP-9VUPE7E Model 927 SN 7115241 Input 1,2025-11-02 09:07:20,578.0,601.0,3.8270,16384,397822
