file,acquired_at,live_time_s,633keV_net,633keV_err,633keV_gross,633keV_bg,633keV_rate,633keV_rate_err,747keV_net,747keV_err,747keV_gross,747keV_bg,747keV_rate,747keV_rate_err
10.31_4_with Pb.Spe,2025-10-31 10:40:35,1845.0,1223.25,59.71,2394.0,1170.8,0.663008,0.032361,3722.50,70.02,4313.0,590.5,2.017615,0.037954
11.01_1_with Cu.Spe,2025-11-01 09:05:33,476.0,4063.50,80.41,5265.0,1201.5,8.536765,0.168938,5755.00,81.59,6206.0,451.0,12.090336,0.171408
11.01_2_with Cu.Spe,2025-11-01 09:16:47,450.0,4278.75,82.26,5523.0,1244.2,9.508333,0.182807,5975.00,82.90,6424.0,449.0,13.277778,0.184230
11.01_3_with Cu.Spe,2025-11-01 09:26:50,482.0,4548.00,84.11,5811.0,1263.0,9.435685,0.174496,6300.50,84.70,6737.0,436.5,13.071577,0.175719
11.01_4_with Cu.Spe,2025-11-01 09:37:28,541.0,5178.75,89.09,6558.0,1379.2,9.572551,0.164679,7132.00,90.17,7631.0,499.0,13.182994,0.166666
11.02_1_with Cu.Spe,2025-11-02 09:07:20,578.0,4186.00,83.31,5563.0,1377.0,7.242215,0.144129,5863.50,83.17,6390.0,526.5,10.144464,0.143885
11.02_2_with Cu.Spe,2025-11-02 09:19:37,497.0,3928.25,79.07,5090.0,1161.8,7.903924,0.159091,5675.00,81.12,6128.0,453.0,11.418511,0.163226
11.02_4_with Cu.Spe,2025-11-02 09:42:16,274.0,2169.00,58.20,2778.0,609.0,7.916058,0.212401,3088.00,59.40,3308.0,220.0,11.270073,0.216777
11.03_1_with Cu.Spe,2025-11-03 09:03:41,648.0,3991.50,81.71,5334.0,1342.5,6.159722,0.126095,5770.00,81.94,6242.0,472.0,8.904321,0.126449
11.03_2_with Cu.Spe,2025-11-03 09:17:13,576.0,3971.00,79.67,5159.0,1188.0,6.894097,0.138313,5491.00,80.16,5958.0,467.0,9.532986,0.139160
11.03_3_with Cu.Spe,2025-11-03 09:29:26,566.0,3856.50,78.43,5004.0,1147.5,6.813604,0.138572,5497.00,79.33,5895.0,398.0,9.712014,0.140156
11.03_4_with Cu.Spe,2025-11-03 09:41:06,635.0,4403.00,82.81,5630.0,1227.0,6.933858,0.130405,6192.00,84.42,6659.0,467.0,9.751181,0.132938
11.04_1_with Cu.Spe,2025-11-04 09:02:46,766.0,4098.50,82.54,5456.0,1357.5,5.350522,0.107760,5850.00,82.55,6332.0,482.0,7.637076,0.107764
11.04_2_with Cu.Spe,2025-11-04 09:17:59,848.0,4922.25,89.85,6498.0,1575.8,5.804540,0.105960,6968.50,90.19,7551.0,582.5,8.217571,0.106351
11.04_3_with Cu.Spe,2025-11-04 09:35:08,695.0,4049.00,80.42,5258.0,1209.0,5.825899,0.115709,5804.50,81.48,6222.0,417.5,8.351799,0.117242
11.04_3_with Pb.Spe,2025-11-04 11:10:23,4038.0,1334.75,67.05,2915.0,1580.2,0.330547,0.016604,4346.00,76.92,5131.0,785.0,1.076275,0.019048
11.04_4_with Cu.Spe,2025-11-04 09:49:52,734.0,4305.75,82.75,5577.0,1271.2,5.866144,0.112744,6121.50,84.09,6596.0,474.5,8.339918,0.114559
11.04_4_with Pb.Spe,2025-11-04 10:06:40,3677.0,1258.25,63.45,2642.0,1383.8,0.342195,0.017256,3901.50,73.16,4627.0,725.5,1.061055,0.019897
11.05_1_with Cu.Spe,2025-11-05 09:38:18,878.0,3980.00,82.64,5405.0,1425.0,4.533030,0.094127,5685.50,82.08,6211.0,525.5,6.475513,0.093481
11.05_2_with Cu.Spe,2025-11-05 09:55:36,857.0,4186.25,83.93,5615.0,1428.8,4.884772,0.097931,6063.00,84.03,6562.0,499.0,7.074679,0.098051
11.05_3_with Cu.Spe,2025-11-05 10:12:37,779.0,3730.75,78.33,4933.0,1202.2,4.789153,0.100549,5585.00,80.37,6022.0,437.0,7.169448,0.103168
11.05_3_with Pb.Spe,2025-11-05 11:37:35,3073.0,870.50,54.75,1934.0,1063.5,0.283274,0.017816,2784.00,62.19,3326.0,542.0,0.905955,0.020239
11.05_4_with Cu.Spe,2025-11-05 10:28:13,784.0,3970.75,79.54,5149.0,1178.2,5.064732,0.101459,5659.00,80.96,6107.0,448.0,7.218112,0.103269
11.05_4_with Pb.Spe,2025-11-05 10:44:56,2998.0,895.00,54.45,1930.0,1035.0,0.298532,0.018163,2834.50,62.37,3362.0,527.5,0.945464,0.020802
11.06_1_with Cu.Spe,2025-11-06 09:02:49,1023.0,4081.25,82.54,5447.0,1365.8,3.989492,0.080684,5802.00,82.66,6317.0,515.0,5.671554,0.080798
11.06_2_with Cu.Spe,2025-11-06 09:23:33,1138.0,4726.50,89.10,6333.0,1606.5,4.153339,0.078299,6746.00,89.14,7346.0,600.0,5.927944,0.078331
11.06_3_with Cu.Spe,2025-11-06 09:45:07,897.0,4059.00,79.96,5226.0,1167.0,4.525084,0.089137,5520.50,80.22,5978.0,457.5,6.154404,0.089433
11.06_3_with Pb.Spe,2025-11-06 11:27:25,4188.0,1050.25,59.76,2311.0,1260.8,0.250776,0.014270,3173.50,66.71,3812.0,638.5,0.757760,0.015929
11.06_4_with Cu.Spe,2025-11-06 10:02:38,871.0,3675.25,77.53,4843.0,1167.8,4.219575,0.089012,5538.50,79.52,5931.0,392.5,6.358783,0.091298
11.06_4_with Pb.Spe,2025-11-06 10:20:51,3628.0,981.00,55.24,2016.0,1035.0,0.270397,0.015225,2910.00,62.80,3427.0,517.0,0.802095,0.017310
11.07_1_with Cu.Spe,2025-11-07 09:02:50,1285.0,4332.00,87.02,5952.0,1620.0,3.371206,0.067718,6110.00,85.85,6740.0,630.0,4.754864,0.066808
11.07_2_with Cu.Spe,2025-11-07 09:27:33,1089.0,3991.75,81.46,5314.0,1322.2,3.665519,0.074805,5531.50,80.85,6034.0,502.5,5.079431,0.074241
11.07_3_with Cu.Spe,2025-11-07 09:48:12,1133.0,4162.25,82.16,5456.0,1293.8,3.673654,0.072513,5836.00,82.47,6319.0,483.0,5.150927,0.072793
11.07_4_with Cu.Spe,2025-11-07 10:09:31,1127.0,4106.25,82.11,5424.0,1317.8,3.643523,0.072856,5764.50,81.84,6231.0,466.5,5.114907,0.072616
11.08_1_with Cu.Spe,2025-11-08 09:02:59,1353.0,3877.50,82.40,5334.0,1456.5,2.865854,0.060905,5446.50,81.34,6031.0,584.5,4.025499,0.060115
11.08_2_with Cu.Spe,2025-11-08 09:28:28,1332.0,4172.50,84.03,5617.0,1444.5,3.132508,0.063088,5867.50,83.45,6416.0,548.5,4.405030,0.062653
11.08_3_with Cu.Spe,2025-11-08 09:53:27,1364.0,4302.50,83.63,5648.0,1345.5,3.154326,0.061310,6065.50,84.25,6582.0,516.5,4.446848,0.061769
11.08_4_with Cu.Spe,2025-11-08 10:18:45,1608.0,5103.25,91.32,6721.0,1617.8,3.173663,0.056789,7287.00,91.94,7870.0,583.0,4.531716,0.057177
11.09_1_with Cu.Spe,2025-11-09 09:47:47,1624.0,4073.50,84.62,5617.0,1543.5,2.508313,0.052106,5554.00,82.61,6189.0,635.0,3.419951,0.050867
11.09_2_with Cu.Spe,2025-11-09 10:22:36,1875.0,4892.25,92.00,6678.0,1785.8,2.609200,0.049066,6854.00,90.71,7541.0,687.0,3.655467,0.048378
11.09_3_with Cu.Spe,2025-11-09 10:56:29,1512.0,3973.25,81.77,5330.0,1356.8,2.627811,0.054082,5612.00,81.22,6104.0,492.0,3.711640,0.053714
11.09_4_with Cu.Spe,2025-11-09 11:24:11,1519.0,4158.00,81.79,5424.0,1266.0,2.737327,0.053846,5751.50,82.31,6263.0,511.5,3.786373,0.054185
11.10_1_with 12.5.Spe,2025-11-10 13:11:16,246.0,6630.25,88.90,7267.0,636.8,26.952236,0.361394,7394.00,88.70,7631.0,237.0,30.056911,0.360576
11.10_1_with 12.5_1_L.Spe,2025-11-10 17:28:28,495.0,6235.75,86.29,6841.0,605.2,12.597475,0.174327,6926.50,86.10,7170.0,243.5,13.992929,0.173943
11.10_1_with 12.5_1_R.Spe,2025-11-10 17:18:51,513.0,6792.25,90.38,7480.0,687.8,13.240253,0.176171,7517.50,89.32,7748.0,230.5,14.653996,0.174118
11.10_1_with 12.5_4_L.Spe,2025-11-10 16:46:04,646.0,8366.75,99.69,9152.0,785.2,12.951625,0.154312,9378.00,100.06,9695.0,317.0,14.517028,0.154892
11.10_1_with 12.5_4_R.Spe,2025-11-10 16:58:08,510.0,7008.00,91.22,7665.0,657.0,13.741176,0.178873,7511.00,89.39,7751.0,240.0,14.727451,0.175279
11.10_1_with Cu.Spe,2025-11-10 09:03:11,1780.0,3631.50,81.82,5163.0,1531.5,2.040169,0.045966,5293.00,80.47,5884.0,591.0,2.973596,0.045206
11.10_2_with 12.5.Spe,2025-11-10 13:18:36,183.0,5309.75,78.68,5750.0,440.2,29.015027,0.429935,5913.50,79.19,6092.0,178.5,32.314208,0.432713
11.10_2_with 12.5_2_L.Spe,2025-11-10 16:30:12,463.0,6622.50,87.75,7161.0,538.5,14.303456,0.189518,7518.00,88.94,7714.0,196.0,16.237581,0.192091
11.10_2_with 12.5_2_R.Spe,2025-11-10 16:38:51,303.0,4618.25,73.85,5036.0,417.8,15.241749,0.243728,4996.50,72.67,5139.0,142.5,16.490099,0.239848
11.10_2_with 12.5_3_L.Spe,2025-11-10 16:10:41,551.0,7300.75,92.74,7951.0,650.2,13.250000,0.168317,8187.00,93.08,8425.0,238.0,14.858439,0.168921
11.10_2_with 12.5_3_R.Spe,2025-11-10 16:21:04,484.0,6883.25,89.51,7448.0,564.8,14.221591,0.184946,7438.50,89.05,7684.0,245.5,15.368802,0.183983
11.10_2_with Cu.Spe,2025-11-10 09:35:28,1990.0,4642.75,89.38,6316.0,1673.2,2.333040,0.044916,6388.00,87.32,7006.0,618.0,3.210050,0.043877
11.10_3_with 12.5.Spe,2025-11-10 13:23:49,164.0,5017.75,75.78,5380.0,362.2,30.596037,0.462059,5540.50,76.29,5680.0,139.5,33.783537,0.465156
11.10_3_with 12.5_8_L.Spe,2025-11-10 15:05:36,535.0,7912.50,95.63,8529.0,616.5,14.789720,0.178752,8840.00,96.49,9075.0,235.0,16.523364,0.180352
11.10_3_with 12.5_8_R.Spe,2025-11-10 15:16:06,412.0,6631.50,87.63,7155.0,523.5,16.095874,0.212687,7469.00,88.85,7682.0,213.0,18.128641,0.215665
11.10_3_with 12.5_9_L.Spe,2025-11-10 14:45:36,490.0,6555.75,86.68,7035.0,479.2,13.379082,0.176908,7325.00,87.99,7534.0,209.0,14.948980,0.179580
11.10_3_with 12.5_9_L_13h.Spe,2025-11-10 17:48:38,51590.0,554024.00,803.34,599693.0,45669.0,10.738980,0.015572,619841.50,808.64,636868.0,17026.5,12.014761,0.015674
11.10_3_with 12.5_9_R.Spe,2025-11-10 14:54:42,492.0,7095.50,90.44,7637.0,541.5,14.421748,0.183811,8078.00,92.16,8286.0,208.0,16.418699,0.187323
11.10_3_with Cu.Spe,2025-11-10 10:11:37,1673.0,3807.50,80.43,5138.0,1330.5,2.275852,0.048074,5446.00,80.42,5957.0,511.0,3.255230,0.048072
11.10_4_with 12.5.Spe,2025-11-10 13:28:38,218.0,6670.75,87.45,7159.0,488.2,30.599771,0.401140,7145.50,86.77,7337.0,191.5,32.777523,0.398013
11.10_4_with 12.5_5_L.Spe,2025-11-10 15:49:11,504.0,7214.00,91.01,7748.0,534.0,14.313492,0.180566,7979.50,91.73,8197.0,217.5,15.832341,0.182005
11.10_4_with 12.5_5_R.Spe,2025-11-10 15:59:59,462.0,7330.50,91.95,7893.0,562.5,15.866883,0.199034,8224.50,92.86,8424.0,199.5,17.801948,0.201002
11.10_4_with 12.5_6_L.Spe,2025-11-10 15:24:19,695.0,9537.50,105.10,10292.0,754.5,13.723022,0.151226,10471.50,104.93,10741.0,269.5,15.066906,0.150980
11.10_4_with 12.5_6_R.Spe,2025-11-10 15:37:41,473.0,7149.00,90.22,7644.0,495.0,15.114165,0.190732,7914.50,91.01,8099.0,184.5,16.732558,0.192418
11.10_4_with Cu.Spe,2025-11-10 10:41:40,1801.0,4256.00,83.29,5597.0,1341.0,2.363132,0.046249,5836.50,82.91,6355.0,518.5,3.240700,0.046034
11.11_1_with 12.5.Spe,2025-11-11 10:04:38,373.0,8881.00,102.94,9739.0,858.0,23.809651,0.275983,9893.50,102.62,10212.0,318.5,26.524129,0.275116
11.11_1_with Cu.Spe,2025-11-11 11:24:23,1765.0,3165.25,77.45,4582.0,1416.8,1.793343,0.043882,4449.00,73.86,4952.0,503.0,2.520680,0.041846
11.11_2_with 12.5.Spe,2025-11-11 10:12:21,264.0,6688.25,88.89,7295.0,606.8,25.334280,0.336711,7509.50,89.09,7723.0,213.5,28.445076,0.337451
11.11_2_with Cu.Spe,2025-11-11 10:18:34,1722.0,3391.25,77.01,4661.0,1269.8,1.969367,0.044722,4712.00,75.78,5227.0,515.0,2.736353,0.044005
11.11_3_with 12.5.Spe,2025-11-11 09:52:39,292.0,7706.00,94.72,8339.0,633.0,26.390411,0.324386,8493.50,94.38,8701.0,207.5,29.087329,0.323236
11.11_3_with 12.5_9_L_1h.Spe,2025-11-11 08:48:28,3618.0,47196.50,233.48,50855.0,3658.5,13.044914,0.064533,51821.00,233.69,53215.0,1394.0,14.323107,0.064590
11.11_3_with Cu.Spe,2025-11-11 10:49:12,1914.0,3759.00,79.99,5079.0,1320.0,1.963950,0.041794,5236.50,78.90,5731.0,494.5,2.735893,0.041224
11.11_4_with 12.5.Spe,2025-11-11 09:59:24,237.0,6298.00,85.44,6799.0,501.0,26.573840,0.360506,7041.50,86.03,7221.0,179.5,29.710970,0.362980
11.11_4_with Cu.Spe,2025-11-11 11:56:13,2255.0,4427.50,86.24,5932.0,1504.5,1.963415,0.038242,6338.00,86.15,6880.0,542.0,2.810643,0.038204
11.12_1_with 12.5.Spe,2025-11-12 12:04:51,515.0,10165.25,110.10,11144.0,978.8,19.738350,0.213793,11156.50,109.24,11545.0,388.5,21.663107,0.212118
11.12_1_with Cu.Spe,2025-11-12 14:02:40,1777.0,2655.75,71.01,3849.0,1193.2,1.494513,0.039960,3663.00,67.79,4129.0,466.0,2.061339,0.038147
11.12_2_with 12.5.Spe,2025-11-12 12:15:07,368.0,7665.00,95.73,8415.0,750.0,20.828804,0.260147,8507.50,95.13,8779.0,271.5,23.118207,0.258517
11.12_2_with Cu.Spe,2025-11-12 13:38:19,1369.0,2309.25,64.07,3207.0,897.8,1.686815,0.046799,3075.00,61.28,3415.0,340.0,2.246165,0.044761
11.12_3_with 12.5.Spe,2025-11-12 12:23:26,583.0,12532.00,120.96,13582.0,1050.0,21.495712,0.207483,14001.50,121.36,14365.0,363.5,24.016295,0.208166
11.12_3_with Cu.Spe,2025-11-12 13:16:05,1250.0,2052.25,60.31,2845.0,792.8,1.641800,0.048251,2859.50,58.33,3131.0,271.5,2.287600,0.046665
11.12_4_with 12.5.Spe,2025-11-12 12:34:33,441.0,9588.50,105.46,10355.0,766.5,21.742630,0.239135,10669.50,105.79,10931.0,261.5,24.193878,0.239897
11.12_4_with Cu.Spe,2025-11-12 12:44:25,1811.0,3074.25,72.23,4146.0,1071.8,1.697543,0.039886,4090.50,69.97,4493.0,402.5,2.258697,0.038635
11.13_1_with 12.5.Spe,2025-11-13 09:26:28,494.0,8327.50,100.95,9259.0,931.5,16.857287,0.204348,9032.00,98.53,9370.0,338.0,18.283401,0.199452
11.13_1_with Cu.Spe,2025-11-13 11:38:28,3195.0,4191.25,89.83,6130.0,1938.8,1.311815,0.028115,5671.50,85.41,6483.0,811.5,1.775117,0.026732
11.13_2_with 12.5.Spe,2025-11-13 09:36:12,517.0,9666.50,107.07,10565.0,898.5,18.697292,0.207094,10142.00,103.91,10470.0,328.0,19.617021,0.200993
11.13_2_with Cu.Spe,2025-11-13 11:06:13,1853.0,2579.00,69.71,3719.0,1140.0,1.391797,0.037618,3568.50,66.40,3989.0,420.5,1.925796,0.035836
11.13_3_with 12.5.Spe,2025-11-13 09:09:35,889.0,16809.50,140.48,18272.0,1462.5,18.908324,0.158020,18211.50,138.62,18714.0,502.5,20.485377,0.155932
11.13_3_with 12.5_9_L_19h.Spe,2025-11-12 21:43:16,64912.0,583229.00,828.21,634580.0,51351.0,8.984918,0.012759,633770.00,819.27,652489.0,18719.0,9.763526,0.012621
11.13_3_with Cu.Spe,2025-11-13 10:31:38,1990.0,2890.00,70.64,3940.0,1050.0,1.452261,0.035497,3877.00,68.77,4303.0,426.0,1.948241,0.034557
11.13_4_with 12.5.Spe,2025-11-13 09:55:06,516.0,9854.25,106.82,10632.0,777.8,19.097384,0.207009,10517.00,105.31,10804.0,287.0,20.381783,0.204097
11.13_4_with Cu.Spe,2025-11-13 09:56:23,2019.0,2976.25,71.68,4057.0,1080.8,1.474121,0.035502,4042.00,69.44,4432.0,390.0,2.001981,0.034394
11.14_1_with 12.5.Spe,2025-11-14 12:05:24,648.0,9500.50,107.86,10567.0,1066.5,14.661265,0.166449,10214.00,105.02,10622.0,408.0,15.762346,0.162074
11.14_1_with Cu.Spe,2025-11-14 09:17:19,1786.0,1994.25,63.62,3021.0,1026.8,1.116601,0.035623,2552.00,58.31,2976.0,424.0,1.428891,0.032648
11.14_2_with 12.5.Spe,2025-11-14 11:52:19,697.0,10919.00,114.63,12029.0,1110.0,15.665710,0.164455,12072.50,113.56,12484.0,411.5,17.320660,0.162924
11.14_2_with Cu.Spe,2025-11-14 09:48:37,1786.0,2137.50,63.96,3114.0,976.5,1.196809,0.035810,2901.50,60.70,3293.0,391.5,1.624580,0.033987
11.14_3_with 12.5.Spe,2025-11-14 11:42:18,520.0,8573.25,99.86,9273.0,699.8,16.487019,0.192045,9063.50,98.07,9341.0,277.5,17.429808,0.188604
11.14_3_with Cu.Spe,2025-11-14 10:19:56,2140.0,2571.75,68.47,3630.0,1058.2,1.201752,0.031996,3549.50,65.73,3935.0,385.5,1.658645,0.030715
11.14_4_with 12.5.Spe,2025-11-14 11:28:52,715.0,11669.25,116.79,12654.0,984.8,16.320629,0.163336,12678.00,115.89,13054.0,376.0,17.731469,0.162081
11.14_4_with Cu.Spe,2025-11-14 10:56:54,1792.0,2307.75,62.90,3132.0,824.2,1.287807,0.035100,3183.00,61.99,3513.0,330.0,1.776228,0.034594
11.15_1_with 12.5.Spe,2025-11-15 09:05:10,410.0,5117.50,80.14,5770.0,652.5,12.481707,0.195465,5640.00,78.18,5876.0,236.0,13.756098,0.190681
11.15_1_with Cu.Spe,2025-11-15 11:12:27,1802.0,1701.75,60.37,2673.0,971.2,0.944367,0.033500,2465.00,57.25,2871.0,406.0,1.367925,0.031768
11.15_2_with 12.5.Spe,2025-11-15 09:13:19,406.0,5591.25,82.64,6210.0,618.8,13.771552,0.203538,6201.50,81.43,6416.0,214.5,15.274631,0.200561
11.15_2_with Cu.Spe,2025-11-15 10:41:18,1791.0,2062.00,61.12,2899.0,837.0,1.151312,0.034128,2626.50,58.03,2997.0,370.5,1.466499,0.032401
11.15_3_with 12.5.Spe,2025-11-15 09:21:18,427.0,6121.25,84.80,6656.0,534.8,14.335480,0.198591,6631.00,83.89,6834.0,203.0,15.529274,0.196456
11.15_3_with Cu.Spe,2025-11-15 10:10:10,1788.0,2026.25,59.65,2792.0,765.8,1.133249,0.033360,2652.00,56.89,2944.0,292.0,1.483221,0.031815
11.15_4_with 12.5.Spe,2025-11-15 09:29:41,457.0,6653.00,87.90,7190.0,537.0,14.557987,0.192349,7011.00,86.19,7220.0,209.0,15.341357,0.188603
11.15_4_with Cu.Spe,2025-11-15 09:38:54,1797.0,1917.00,58.15,2649.0,732.0,1.066778,0.032357,2608.50,56.51,2901.0,292.5,1.451586,0.031447
11.16_1_with 12.5.Spe,2025-11-16 11:17:38,464.0,5010.00,78.92,5619.0,609.0,10.797414,0.170081,5227.50,75.40,5456.0,228.5,11.266164,0.162491
11.16_2_with 12.5.Spe,2025-11-16 11:26:48,595.0,6913.75,91.49,7642.0,728.2,11.619748,0.153763,7297.50,88.85,7596.0,298.5,12.264706,0.149329
11.16_3_with 12.5.Spe,2025-11-16 11:38:04,678.0,8006.25,97.29,8736.0,729.8,11.808628,0.143499,8596.50,95.56,8864.0,267.5,12.679204,0.140942
11.16_4_with 12.5.Spe,2025-11-16 11:50:37,478.0,5754.50,82.54,6284.0,529.5,12.038703,0.172686,5977.50,79.89,6180.0,202.5,12.505230,0.167135
11.17_1_with 12.5.Spe,2025-11-17 09:22:52,530.0,4829.75,78.72,5513.0,683.2,9.112736,0.148521,5143.00,75.07,5389.0,246.0,9.703774,0.141635
11.17_2_with 12.5.Spe,2025-11-17 09:33:01,507.0,5022.50,78.52,5594.0,571.5,9.906312,0.154873,5100.50,74.58,5331.0,230.5,10.060158,0.147092
11.17_3_with 12.5.Spe,2025-11-17 09:42:40,493.0,5035.75,77.62,5530.0,494.2,10.214503,0.157436,4993.50,73.27,5181.0,187.5,10.128803,0.148621
11.17_4_with 12.5.Spe,2025-11-17 09:52:06,531.0,5282.75,79.57,5807.0,524.2,9.948682,0.149848,5393.00,76.11,5593.0,200.0,10.156309,0.143337
11.18_1_with 12.5.Spe,2025-11-18 09:11:08,563.0,4405.75,75.98,5089.0,683.2,7.825488,0.134947,4618.50,71.79,4886.0,267.5,8.203375,0.127510
11.18_2_with 12.5.Spe,2025-11-18 09:21:55,498.0,4340.75,73.57,4877.0,536.2,8.716365,0.147741,4292.00,68.61,4500.0,208.0,8.618474,0.137781
11.18_3_with 12.5.Spe,2025-11-18 09:31:27,513.0,4469.50,73.54,4939.0,469.5,8.712476,0.143358,4732.00,71.26,4905.0,173.0,9.224172,0.138909
11.18_4_with 12.5.Spe,2025-11-18 09:41:10,520.0,4619.50,74.52,5086.0,466.5,8.883654,0.143298,4756.00,71.41,4928.0,172.0,9.146154,0.137335
