Time/d,Time/h,747,633/634,747,633/634,Time/d,Time/h,747,633/634,747,633/634,,图例
10.18.21:22,,,,,,10.18.21:22,0,2.65632709255594,1.32932386422121,14.2438764643237,3.77848775292865,,铅砖数据
11.04.09.00,393.7,2.13733745635233,1.77874129978339,8.47683760534439,5.9223972024759,11.04.11.30,398.4,0.0889795930399069,-1.06400675949064,1.0930583501006,0.345070422535211
11.05.09.00,417.7,1.99884440921579,1.60362067856849,7.38052230553486,4.97099826738785,11.05.12.00,422.9,-0.0436526301577368,-1.19397272099135,0.957286432160804,0.303015075376884
11.06.09.00,441.7,1.82889188190637,1.46249663067067,6.22698260188629,4.31672335002295,11.06.12.00,446.9,-0.282669530628237,-1.36344190116801,0.753768844221105,0.255778894472362
11.07.09.00,465.7,1.6450206335948,1.28689501283489,5.1811168109105,3.62152429376132
11.08.10.00,490.7,1.47813261165611,1.12192183143707,4.38475,3.07075
11.09.10.00,514.7,1.30128098679293,0.979171629913356,3.674,2.66225
11.10.10.00,538.7,1.19078624252176,0.853705856682532,3.28966666666667,2.34833333333333,11.10.13.00,615.7,3.49660604146565,3.38619372088394,33.00325,29.55325
11.11.12.00,564.7,1.01323593793063,0.676890758040423,2.7545,1.96775,11.11.10.00,636.7,3.36419620351767,3.25121716003886,28.91025,25.82175
11.12.14.00,590.7,0.824175442966349,0.518644972818122,2.28,1.67975,11.12.12.00,662.7,3.20825967240501,3.08736524616599,24.736,21.91925
11.13.12.00,612.7,0.708897490651177,0.392210992429748,2.03175,1.48025,11.13.12.00,686.7,3.05996215331671,2.96531172511583,21.32675,19.40075
11.14.10.00,634.7,0.55043087835835,0.239607277344875,1.734,1.27075,11.14.12.00,710.7,2.88282949753475,2.7993675717579,17.86475,16.43425
11.15.10.00,658.7,0.42918163472548,0.103007750074229,1.536,1.1085,11.15.09.00,731.7,2.74319209434727,2.65735322011255,15.5365,14.2585
,,,,,,11.16.12.00,758.7,2.57335622818112,2.5076257716104,13.10975,12.27575
,,,,,,11.17.10.00,780.7,2.42207777747877,2.35988655215808,11.26925,10.58975
,,,,,,11.18.09.00,803.7,2.29050126563266,2.20576006267914,9.87988888888889,9.07714814814815
,,,,,,11.19.10.00,828.7,2.1448488259584,2.08221893116044,8.54075,8.02225
,,,,,,11.20.09.00,851.7,1.98468433395826,1.93888553411835,7.27675,6.951
,,,,,,11.21.09.00,875.7,1.81949622419965,1.77888528474445,6.16875,5.92325
,,,,,,11.22.11.00,901.7,1.67929041433293,1.62673740951216,5.36175,5.08725
,,,,,,11.23.13.00,927.7,1.50463279806797,1.4977239228041,4.5025,4.4715
,,,,,,11.24.09.00,947.7,1.40056702040661,1.39964237863939,4.0575,4.05375
11.25.10.00,972.7,2.32228967626838,2.37910622256845,10.199,10.79525,11.25.09.00,971.7,1.21735782393606,1.22487776500583,3.37825,3.40375
11.26.09.00,995.7,2.13930116507723,2.26006895589097,8.4935,9.58375,11.26.10.00,996.7,1.06168893456351,1.12192183143707,2.89125,3.07075
11.27.11.00,1021.7,2.02277197892096,2.11236240430383,7.55925,8.26775,11.27.09.00,1019.7,0.937856509788716,0.995194329469621,2.5545,2.70525
11.28.09.00,1043.7,1.87041660205133,1.99074693066451,6.491,7.321,11.28.11.00,1045.7,0.761273009607546,0.888611162767413,2.141,2.43175
11.29.10.00,1068.7,1.72793180648189,1.89544358050494,5.629,6.6555
11.30.14.00,1096.7,1.54019500969194,1.76691163625829,4.6655,5.85275
12.01.11.00,1117.7,1.42352993210473,1.6747105390503,4.15175,5.33725
12.02.11.00,1141.7,1.26744043977005,1.57670808781118,3.55175,4.839,12.02.12.00,1142.7,2.04846673738041,2.33476182468927,7.756,10.327
12.03.12.00,1166.7,1.17020917417313,1.49529823169252,3.22266666666667,4.46066666666667,12.03.10.00,1164.7,1.91142961206599,2.2308473864631,6.76275,9.30775
12.04.11.00,1189.7,0.978420103339704,1.3684485679743,2.66025,3.92925,12.04.12.00,1190.7,1.74134298331404,2.14481955409598,5.705,8.5405
12.05.11.00,1213.7,0.824613943302251,1.28246045737468,2.281,3.6055,12.05.10.00,1212.7,1.63598246765621,2.06169118204102,5.1345,7.85925
,,,,,,12.06.11.00,1237.7,1.48704426422003,1.97310833088522,4.424,7.193
,,,,,,12.07.11.00,1261.7,1.36851219132409,1.89660735351287,3.9295,6.66325
,,,,,,12.08.11.00,1285.7,1.2519769453744,1.81795501688615,3.49725,6.15925
,,,,,,12.09.11.00,1309.7,1.10635997545894,1.76615672036707,3.02333333333333,5.84833333333333
,,,,,,12.10.11.00,1333.7,0.958802726111509,1.67442276252351,2.60857142857143,5.33571428571429
,,,,,,12.11.12.00,1358.7,0.81070796929909,1.59274943114786,2.2495,4.91725
,,,,,,12.12.12.00,1382.7,0.692146680226362,1.52893259777445,1.998,4.61325
,,,,,,12.13.13.00,1407.7,0.572673027092071,1.47950005531971,1.773,4.39075
,,,,,,12.14.17.00,1435.7,0.473123756581979,1.4410784306562,1.605,4.22525
,,,,,,12.15.07.00,1449.7,0.431457688382418,1.4080558529014,1.5395,4.088
,,,,,,12.16.19.00,1485.7,0.319907219746518,1.34142773977978,1.377,3.8245
,,,,,,12.17.14.00,1504.7,0.215716035485413,1.3232879989604,1.24075,3.75575
,,,,,,12.18.20.00,1534.7,0.122881129375815,1.27759494419655,1.13075,3.588
,,,,,,12.19.07.00,1545.7,0.118671529717499,1.26624313005206,1.126,3.5475
,,,,,,12.20.21.00,1579.7,-0.06028093088493,1.19149528281482,0.9415,3.292
