Time/d,Time/h,747ln修正,633ln修正,747,633,747修正,633修正,Time,Time/h,747ln修正,633ln修正,747原始,633原始,747修正,633修正,,,图例
10.18.21:22,,,,,,,,10.18.21:22,0,9.01135409255594,8.66298086422121,14.2438764643237,3.77848775292865,7643.87892250661,5579.80859653719,,,铅砖数据
10.20.09:28,,,,,,,,10.20.09:28,36,8.68891145112596,8.55117873488425,10.3179433368311,3.3788037775446,5537.05375033,4989.58302811567,,,铜砖数据
10.21.09:04,,,,,,,,10.21.09:04,59.5,8.58533318419621,8.35376216778895,9.30271398747391,2.77348643006263,4992.23786088456,4095.69236074614,,,有机玻璃间隔12.5cm
10.22.09:04,,,,,,,,10.22.09:04,83.5,8.43976536951515,8.23217413279019,8.04248704663213,2.4559585492228,4315.9456889605,3626.78921350765,,,靶片在靶框3号位
10.23.09:03,,,,,,,,10.23.09:03,107.5,8.17927663665251,7.99162071438332,6.19814241486068,1.93085655314757,3326.19075167592,2851.35501248677,,,靶片直接测量
10.24.09:03,,,,,,,,10.24.09:03,131.5,8.05902812675085,7.83000460458534,5.4958932238193,1.64271047227926,2949.33352441806,2425.84086920516
10.25.09:05,,,,,,,,10.25.09:05,155.5,7.91252429900356,7.72744214021839,4.7469262295082,1.48258196721311,2547.40550743427,2189.3742011774
10.26.09:19,,,,,,,,10.26.09:19,179.7,7.7567627513357,7.51512785491364,4.06224489795918,1.19897959183673,2179.97595186561,1770.56988696546
10.27.09:23,,,,,,,,10.27.09:23,203.7,7.62652520449133,7.47668995267354,3.56619144602851,1.15376782077393,1913.77225828917,1703.80427983987
10.28.09:24,,,,,,,,10.28.09:24,227.7,7.45092558279651,7.2879109782118,2.99186991869919,0.955284552845528,1605.56653715068,1410.69795872045
10.29.12:05,254.7,7.30483639612588,7.14353956329251,20.5695,14.70375,1383.7848083082,1260.46035632693,10.29.12:05,251.7,7.33269501154906,7.13429100859679,2.65825,0.81925,1426.5316886626,1209.81156791364,7.73798551678736,,17.9478181263351
10.30.11.00,275.7,7.24413200938181,7.04011970659903,19.3579852618874,13.2590814034355,1302.28182137893,1136.61796958885,10.30.09.00,275.9,7.20467172839702,7.04090134994752,2.33881578947368,0.746204453441295,1255.1095034811,1101.94297198896,8.27683195444976,,17.7686977641157
10.31.11.30,300.2,7.0646033559989,6.83759207437927,16.1767715120254,10.8282133421492,1088.27004379366,928.234882096701,10.31.09.00,299.9,7.04412661751247,6.8709914371883,1.9919212345906,0.629603160012665,1068.95091224054,929.754270586884,8.12119035186159,,17.1984736257222
11.01.09.00,321.7,6.89141777908028,6.73350424289038,13.6043661148947,9.75780270983959,915.215010401526,836.475285598045
11.02.09.00,345.7,6.73827566746013,6.5354484190146,11.6726519722373,8.00456031796561,785.261599545481,686.18080085851
11.03.09.00,369.7,6.56767447195297,6.40313297847711,9.84188710807687,7.01251197475365,662.099412491365,601.138712399546
11.04.09.00,393.7,6.41836445635233,6.23417829978339,8.47683760534439,5.9223972024759,570.267585540303,507.69000344418,11.04.11.30,398.4,6.44400659303991,6.26965024050936,1.0930583501006,0.345070422535211,586.582290595605,509.576062164109,7.75515561869522,,17.1628653622771
11.05.09.00,417.7,6.27987140921579,6.05905767856849,7.38052230553486,4.97099826738785,496.514482305305,426.132534041467,11.05.12.00,422.9,6.31137436984226,6.13968427900865,0.957286432160804,0.303015075376884,513.721219074259,447.471642896769,7.70983694908891,,16.405118660202
11.06.09.00,441.7,6.10991888190637,5.91793363067067,6.22698260188629,4.31672335002295,418.911686044373,370.045644950077,11.06.12.00,446.9,6.07235746937176,5.97021509883198,0.753768844221105,0.255778894472362,404.504896908865,377.716527752,8.26113025183582,7.97702177378644,16.8767769480268,17.2266250811132
11.07.09.00,465.7,5.9260476335948,5.74233201283489,5.1811168109105,3.62152429376132,348.552504096269,310.450585854698
11.08.10.00,490.7,5.75915961165611,5.57735883143707,4.38475,3.07075,294.97802271467,263.236156707704
11.09.10.00,514.7,5.58230798679293,5.43460862991336,3.674,2.66225,247.163294476013,228.218011298571
11.10.10.00,538.7,5.47181324252176,5.30914285668253,3.28966666666667,2.34833333333333,221.307798329139,201.307902413175,11.10.13.00,541.7,5.45435304146565,5.28890272088394,33.00325,29.55325,213.8574713309,195.735390323979,10.0323994325666,,12.5847764371895
11.11.12.00,564.7,5.29426293793063,5.13232775804042,2.7545,1.96775,185.305197233037,168.682877916335,11.11.10.00,562.7,5.32194320351767,5.15392616003886,28.91025,25.82175,187.335276390785,171.021133550395,10.4956434924669,,13.1224749078897
11.12.14.00,590.7,5.10520244296635,4.97408197281812,2.28,1.67975,153.38386265795,143.994442474889,11.12.12.00,588.7,5.16600667240501,4.99007424616599,24.736,21.91925,160.286590285537,145.174319384801,10.8491228070175,,13.0491144515553
11.13.12.00,612.7,4.98992449065118,4.84764799242975,2.03175,1.48025,136.683185506706,126.892557507638,11.13.12.00,612.7,5.01770915331671,4.86802072511583,21.32675,19.40075,138.195020996607,128.493934637576,10.4967392641811,,13.1064009457862
11.14.10.00,634.7,4.83145787835835,4.69504427734487,1.734,1.27075,116.652463968809,108.93343519867,11.14.12.00,636.7,4.84057649753475,4.7020765717579,17.86475,16.43425,115.761637443546,108.846381986139,10.3026239907728,,12.9327168994688
11.15.10.00,658.7,4.71020863472548,4.55844475007423,1.536,1.1085,103.332286422198,95.0247593293138,11.15.09.00,657.7,4.70093909434727,4.56006222011255,15.5365,14.2585,100.674830610092,94.4360793799143,10.1149088541667,10.3819063068619,12.8628777627424,12.9430602341053
,,,,,,,,11.16.12.00,684.7,4.53110322818112,4.4103347716104,13.10975,12.27575,84.9497544872178,81.3040433038527
,,,,,,,,11.17.10.00,706.7,4.37982477747877,4.26259555215808,11.26925,10.58975,73.023514617371,70.1374248071991
,,,,,,,,11.18.09.00,729.7,4.24824826563266,4.10846906267914,9.87988888888889,9.07714814814815,64.0206056921072,60.1192469798198
,,,,,,,,11.19.10.00,754.7,4.1025958259584,3.98492793116044,8.54075,8.02225,55.3431313058377,53.1325060704504
,,,,,,,,11.20.09.00,777.7,3.94243133395826,3.84159453411835,7.27675,6.951,47.1525487492029,46.0374645137837
,,,,,,,,11.21.09.00,801.7,3.77724322419965,3.68159428474445,6.16875,5.92325,39.9728292296211,39.2305296621017
,,,,,,,,11.22.11.00,827.7,3.63703741433293,3.52944640951216,5.36175,5.08725,34.7435569802506,33.6935824122782
,,,,,,,,11.23.13.00,853.7,3.46237979806797,3.4004329228041,4.5025,4.4715,29.17571041238,29.6153823296481
,,,,,,,,11.24.09.00,873.7,3.35831402040661,3.30235137863939,4.0575,4.05375,26.2921588002736,26.8485644903971
11.25.10.00,898.7,3.11321667626838,3.13315322256845,10.199,10.79525,22.1260394851039,23.1399178263022,11.25.09.00,897.7,3.17510482393606,3.12758676500583,3.37825,3.40375,21.8906926597718,22.5435217722329,3.01901872271146,,3.17157546823357
11.26.09.00,921.7,2.93022816507723,3.01411595589097,8.4935,9.58375,18.426072788188,20.5430339702947,11.26.10.00,922.7,3.01943593456351,3.02463083143707,2.89125,3.07075,18.7349856146127,20.3380152720042,2.93765672287073,,3.12098021655947
11.27.11.00,947.7,2.81369897892096,2.86640940430383,7.55925,8.26775,16.399280711616,17.7221514655437,11.27.09.00,945.7,2.89560350978872,2.89790332946962,2.5545,2.70525,16.5528822317434,17.9172566358673,2.95918966529654,,3.0561870437113
11.28.09.00,969.7,2.66134360205133,2.74479393066451,6.491,7.321,14.0817847139729,15.6927665784821,11.28.11.00,971.7,2.71902000960755,2.79132016276741,2.141,2.43175,13.8734471944265,16.1058271229166,3.03176085941149,2.98690649257255,3.01058908193688,3.0898329526103
11.29.10.00,994.7,2.51885880648189,2.64949058050494,5.629,6.6555,12.2117341172321,14.2662488680628
11.30.14.00,1022.7,2.33112200969194,2.52095863625829,4.6655,5.85275,10.1214861474411,12.545531975442
12.01.11.00,1043.7,2.21445693210473,2.4287575390503,4.15175,5.33725,9.00694033064811,11.4405434258986
12.02.11.00,1067.7,2.05836743977005,2.33075508781118,3.55175,4.839,7.70528098256866,10.3725307298559,12.02.12.00,1068.7,2.04846673738041,2.33476182468927,7.756,10.327,,,2.18371225452242,,2.13411861954949
12.03.12.00,1092.7,1.96113617417313,2.24934523169252,3.22266666666667,4.46066666666667,6.9913569873512,9.56156273520227,12.03.10.00,1090.7,1.91142961206599,2.2308473864631,6.76275,9.30775,,,2.09849503516756,,2.08662755940816
12.04.11.00,1115.7,1.7693471033397,2.1224955679743,2.66025,3.92925,5.77123213454727,8.42245636914366,12.04.12.00,1116.7,1.74134298331404,2.14481955409598,5.705,8.5405,,,2.14453528803684,,2.17357001972387
12.05.11.00,1139.7,1.61554094330225,2.03650745737468,2.281,3.6055,4.94847495494872,7.72848926358655,12.05.10.00,1138.7,1.63598246765621,2.06169118204102,5.1345,7.85925,,,2.25098640946953,2.16943224679909,2.1797947580086,2.14352773917253
,,,,,,,,12.06.11.00,1163.7,1.48704426422003,1.97310833088522,4.424,7.193
,,,,,,,,12.07.11.00,1187.7,1.36851219132409,1.89660735351287,3.9295,6.66325
,,,,,,,,12.08.11.00,1211.7,1.2519769453744,1.81795501688615,3.49725,6.15925
,,,,,,,,12.09.11.00,1235.7,1.10635997545893,1.76615672036707,3.02333333333333,5.84833333333333
,,,,,,,,12.10.11.00,1259.7,0.95880272611151,1.67442276252351,2.60857142857143,5.33571428571429
,,,,,,,,12.11.12.00,1284.7,0.81070796929909,1.59274943114787,2.2495,4.91725
,,,,,,,,12.12.12.00,1308.7,0.692146680226362,1.52893259777445,1.998,4.61325
,,,,,,,,12.13.13.00,1333.7,0.572673027092071,1.47950005531971,1.773,4.39075
,,,,,,,,12.14.17.00,1361.7,0.473123756581979,1.4410784306562,1.605,4.22525
,,,,,,,,12.15.07.00,1375.7,0.431457688382418,1.4080558529014,1.5395,4.088
,,,,,,,,12.16.19.00,1411.7,0.319907219746518,1.34142773977978,1.377,3.8245
,,,,,,,,12.17.14.00,1430.7,0.215716035485413,1.3232879989604,1.24075,3.75575
,,,,,,,,12.18.20.00,1460.7,0.122881129375815,1.27759494419655,1.13075,3.588
,,,,,,,,12.19.07.00,1471.7,0.118671529717499,1.26624313005206,1.126,3.5475
,,,,,,,,12.20.21.00,1505.7,-0.06028093088493,1.19149528281482,0.9415,3.292
